,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,mae_mean,mae_std,rmse_mean,rmse_std,train_mae_mean,train_mae_std,train_rmse_mean,train_rmse_std,overfit_gap_%
161,0.7874157667074337,0.47215181747891494,0.0406580859081157,14,7,900,3.468411128907443,0.6883078451155041,2822.3282689127604,11.145150703543475,7731.146656989792,174.47997984131047,1411.067647006085,17.56282136187526,3036.906695158221,80.85522483848224,100.01367580788916
128,0.71884868624927,0.2832023201484486,0.1528151206597299,13,5,300,1.3495561119609745,0.8159371115632774,2823.957436119885,4.323354475210133,7741.044472831821,110.89656656772381,1140.1120855748231,19.598305147985993,2207.1080327103514,45.19173140224896,147.69121140366641
347,0.7170060364282967,0.07616479473226773,0.08985040375466123,11,7,900,4.211153731719739,0.8195921797766568,2825.0406856007844,2.6057744703134973,7619.602202992176,153.62384566072276,1382.9444394726897,32.66387149480001,2790.1950925718047,93.95262048263655,104.27723666743685
179,0.6122610008823224,0.12884144425560684,0.1487868870217949,10,5,800,3.676751493328763,0.9070895552267121,2826.480568201953,8.285487585375607,7615.2256276826665,192.1552695126733,1289.3503839952248,29.883060548311658,2494.733223879837,82.29604946862612,119.21741392310477
145,0.7536362445964998,0.018365968713306813,0.2971810788949977,13,6,900,0.28921338281698183,0.9876410520563246,2826.866954112727,4.834807756794377,8046.893121128851,107.11077949971482,277.59329877015625,5.147351436301893,1035.7121440239014,28.23822425834511,918.3484135376542
442,0.6813745900544365,0.06369320800016964,0.09565263403555346,12,14,900,0.9172109820171725,0.9419896078245897,2831.3619232386263,9.786216417897345,7673.0511120438505,146.64566417819404,1293.914630372068,19.86937952511165,2679.6161347327675,47.74527862937669,118.8213856446203
168,0.8606077867209059,0.16296273197603744,0.18707918166568674,13,11,900,0.7479032133378288,0.785839438654324,2833.426872988297,9.088842802619842,7794.595229366012,111.05685059138558,797.9401600632024,26.9320612964268,1600.911443674969,62.62641514234245,255.09265165496498
66,0.7413408912104211,0.29182805592543604,0.03332039108949545,14,4,600,3.490808570098726,0.8144385465376481,2833.8046364035094,17.699344208743604,7810.340636559031,195.50008029017408,1422.814804560494,13.420631651193299,3019.8823167374962,50.138221467906256,99.16890289027242
116,0.6784452398773811,0.2527539395530169,0.18851469391012618,14,15,900,0.8927233102716681,0.8610984431407498,2834.7554223619863,7.466245330751712,7804.256722593053,107.32028131078073,739.323452563217,19.311236936683482,1559.793986424714,50.171289138364436,283.4256051980978
240,0.7012233731203138,0.3905852118934596,0.2575396587786111,12,2,600,2.2506221620987983,0.6907858777461456,2835.164952447439,11.889167081361151,7946.638985049375,80.64347990790316,739.3354110491779,23.36104512656308,1456.5061296865815,44.87414117289095,283.47479507631135
174,0.8379106549507744,0.308302290931237,0.19388325245968177,14,18,800,4.354845618730428,0.8856347728529711,2837.628899909985,7.790773294382963,7755.981211211438,163.21731469288886,838.189801549864,20.26264512338697,1744.1159731122623,55.869299601256,238.5425227869674
423,0.9730842032531045,0.27212698305684885,0.07008460536028777,11,1,600,2.6072451208344005,0.6273834877334312,2840.2779211754428,8.666647518825519,7728.271011992131,124.11063534558498,1427.641600107572,17.41462994708335,2659.5463025308095,47.69775349027525,98.94894635750524
1,0.9464704583099741,0.3005575058716044,0.22242177333881366,11,2,800,4.692763545078751,0.6003115063364057,2844.8375140104995,2.3908949040493153,7857.895545246793,162.8440820234807,913.6557687754995,22.57285196203456,1708.7328943166588,56.12331360067115,211.36863698931273
